Date,Name,Symbol,Type,Category,Quantity,Price,TotalValue,Note
2023/8,盈志 Bank,TWD,Assets,Cash,"33,672",1,"33,672",國泰世華
2023/8,郁雯 Bank,TWD,Assets,Cash,"1,027,258",1,"1,027,258",郵局
2023/8,Bitcoin,BTC,Assets,Cryptocurrency,0.1680,"814,266","136,797",
2023/8,Ethereum,ETH,Assets,Cryptocurrency,4.72,"51,721","244,123","Sushi(farm), Matamask, Binance(earn)"
2023/8,Chainlink,LINK,Assets,Cryptocurrency,42.26,199,"8,425",Binance(earn)
2023/8,Polygon,POL,Assets,Cryptocurrency,"2,325.70",18,"41,296",Binance(earn)
2023/8,Fantom,FTM,Assets,Cryptocurrency,300.00,6,"1,915",Binance(earn)
2023/8,"Tesla, Inc.",TSLA,Assets,Listed stock,9.00,"7,959","71,635",國泰世華
2023/8,NVIDIA Corporation,NVDA,Assets,Listed stock,1.00,"14,869","14,869",國泰世華
2023/8,Gains Network,GNS,Assets,Cryptocurrency,99.85,102,"10,158",Binance(earn)
2023/8,Arbitrum,ARB,Assets,Cryptocurrency,996.00,29,"28,479",Binance(earn)
2023/8,Optimism,OP,Assets,Cryptocurrency,469.47,42,"19,728",Binance(earn)
2023/8,Dogecoin,DOGE,Assets,Cryptocurrency,"3,039.00",2,"6,049",Binance(earn)
2023/8,ArbDoge,AIDOGE,Assets,Cryptocurrency,"428,551,351,129.00",0,867,Binance(earn)
2023/8,Sui,SUI,Assets,Cryptocurrency,"1,035.00",15,"15,827",Binance(earn)
2023/8,Cheems,CHEEMS,Assets,Cryptocurrency,"3,441,000,000.00",0,679,Binance(earn)
2023/8,GMX,GMX,Assets,Cryptocurrency,3.17,"1,091","3,461",Binance(earn)
2023/8,USDT,USDT,Assets,Cryptocurrency,15.92,32,503,Binance(earn)
2023/8,Chia,XCH,Assets,Cryptocurrency,4.00,897,"3,589",Chia wallet
2023/8,TWINBEANS stock,,Assets,Unlisted stock,"451,500.00",10,"4,515,000","12 NT/share: 500K(盈志)+850K(爸)+150K(廷)
20 NT/share: 780K(盈志)
Share(盈志)：41,667+39,000 = 80667
Share(爸)：70,833
Share(廷)：12,500"
2023/8,Atom stock,,Assets,Unlisted stock,"5,000.00",24,"120,000",
2023/8,Installment,TWD,Liabilities,Cash,1.00,"25,496","25,496",
2023/7,盈志 Bank,TWD,Assets,Cash,1.00,"114,066","114,066",國泰世華
2023/7,郁雯 Bank,TWD,Assets,Cash,"1,005,912",1,"1,005,912",郵局
2023/7,Bitcoin,BTC,Assets,Cryptocurrency,0.1794,"928,596","166,590",
2023/7,Ethereum,ETH,Assets,Cryptocurrency,4.38,"57,932","253,743","Sushi(farm), Matamask, Binance(earn)"
2023/7,Chia,XCH,Assets,Cryptocurrency,4.00,967,"3,867",Chia wallet
2023/7,USDT,USDT,Assets,Cryptocurrency,14.72,31,458,Binance(earn)
2023/7,Polygon,POL,Assets,Cryptocurrency,"2,325.70",22,"50,213",Binance(earn)
2023/7,Dogecoin,DOGE,Assets,Cryptocurrency,"3,039.00",2,"7,099",Binance(earn)
2023/7,Fantom,FTM,Assets,Cryptocurrency,300.00,7,"2,233",Binance(earn)
2023/7,Gains Network,GNS,Assets,Cryptocurrency,99.85,160,"15,985",Binance(earn)
2023/7,GMX,GMX,Assets,Cryptocurrency,3.17,"1,571","4,984",Binance(earn)
2023/7,Arbitrum,ARB,Assets,Cryptocurrency,996.00,37,"36,606",Binance(earn)
2023/7,ArbDoge,AIDOGE,Assets,Cryptocurrency,"428,551,351,129.00",0,"1,161",Binance(earn)
2023/7,Sui,SUI,Assets,Cryptocurrency,"1,035.00",19,"19,313",Binance(earn)
2023/7,Cheems,CHEEMS,Assets,Cryptocurrency,"3,441,000,000.00",0,"1,907",Binance(earn)
2023/7,"Tesla, Inc.",TSLA,Assets,Listed stock,9.00,"7,777","69,995",國泰世華
2023/7,NVIDIA Corporation,NVDA,Assets,Listed stock,1.00,"13,911","13,911",國泰世華
2023/7,TWINBEANS stock,,Assets,Unlisted stock,"451,500.00",10,"4,515,000","12 NT/share: 500K(盈志)+850K(爸)+150K(廷)
20 NT/share: 780K(盈志)
Share(盈志)：41,667+39,000 = 80667
Share(爸)：70,833
Share(廷)：12,500"
2023/7,Atom stock,,Assets,Unlisted stock,"5,000.00",24,"120,000",
2023/7,Installment,TWD,Liabilities,Cash,1.00,"29,444","29,444",
2023/6,盈志 Bank,TWD,Assets,Cash,"25,380",1,"25,380",國泰世華
2023/6,郁雯 Bank,TWD,Assets,Cash,"974,886",1,"974,886",郵局
2023/6,Bitcoin,BTC,Assets,Cryptocurrency,0.1710,"937,485","160,310",
2023/6,Ethereum,ETH,Assets,Cryptocurrency,4.70,"57,618","270,805","Sushi(farm), Matamask, Binance(earn)"
2023/6,Chia,XCH,Assets,Cryptocurrency,4.00,"1,024","4,097",Chia wallet
2023/6,AssangeDAO,JUSTIC,Assets,Cryptocurrency,"500,000.00",0.000,22,Matamask
2023/6,Sunny Aggregator,SUNNY,Assets,Cryptocurrency,"10,567.00",0.000,1,Phantom
2023/6,Saber,SBR,Assets,Cryptocurrency,103.51,0,2,Phantom
2023/6,USDT,USDT,Assets,Cryptocurrency,0.00,31,0,Binance(earn)
2023/6,Polygon,POL,Assets,Cryptocurrency,"2,325.70",23,"52,918",Binance(earn)
2023/6,Dogecoin,DOGE,Assets,Cryptocurrency,"3,039.00",2,"6,041",Binance(earn)
2023/6,Fantom,FTM,Assets,Cryptocurrency,300.00,8,"2,505",Binance(earn)
2023/6,Gains Network,GNS,Assets,Cryptocurrency,99.85,142,"14,200",Binance(earn)
2023/6,GMX,GMX,Assets,Cryptocurrency,3.17,"1,706","5,414",Binance(earn)
2023/6,Arbitrum,ARB,Assets,Cryptocurrency,996.00,35,"34,420",Binance(earn)
2023/6,ArbDoge,AIDOGE,Assets,Cryptocurrency,"428,551,351,129.00",0,"1,704",Binance(earn)
2023/6,Sui,SUI,Assets,Cryptocurrency,"1,035.00",20,"20,828",Binance(earn)
2023/6,Cheems,CHEEMS,Assets,Cryptocurrency,"3,441,000,000.00",0,"2,730",Binance(earn)
2023/6,"Tesla, Inc.",TSLA,Assets,Listed stock,9.00,"8,252","74,269",國泰世華
2023/6,NVIDIA Corporation,NVDA,Assets,Listed stock,1.00,"12,973","12,973",國泰世華
2023/6,TWINBEANS stock,,Assets,Unlisted stock,"451,500.00",10,"4,515,000","12 NT/share: 500K(盈志)+850K(爸)+150K(廷)
20 NT/share: 780K(盈志)
Share(盈志)：41,667+39,000 = 80667
Share(爸)：70,833
Share(廷)：12,500"
2023/6,Atom stock,,Assets,Unlisted stock,"5,000.00",24,"120,000",
2023/6,Installment,TWD,Liabilities,Cash,1.00,"29,444","29,444",
2023/5,盈志 Bank,TWD,Assets,Cash,"123,780",1,"123,780",國泰世華
2023/5,郁雯 Bank,TWD,Assets,Cash,"958,975",1,"958,975",郵局
2023/5,Bitcoin,BTC,Assets,Cryptocurrency,0.1519,"790,744","120,114",
2023/5,Ethereum,ETH,Assets,Cryptocurrency,3.94,"55,711","219,419","Sushi(farm), Matamask, Binance(earn)"
2023/5,Chia,XCH,Assets,Cryptocurrency,4.00,989,"3,958",Chia wallet
2023/5,AssangeDAO,JUSTIC,Assets,Cryptocurrency,"500,000.00",0.000,22,Matamask
2023/5,Sunny Aggregator,SUNNY,Assets,Cryptocurrency,"10,567.00",0.000,1,Phantom
2023/5,Saber,SBR,Assets,Cryptocurrency,103.51,0,2,Phantom
2023/5,USDT,USDT,Assets,Cryptocurrency,0.00,31,0,Binance(earn)
2023/5,Polygon,POL,Assets,Cryptocurrency,"1,910.00",25,"48,480",Binance(earn)
2023/5,Dogecoin,DOGE,Assets,Cryptocurrency,"3,039.00",2,"6,211",Binance(earn)
2023/5,Fantom,FTM,Assets,Cryptocurrency,300.00,9,"2,696",Binance(earn)
2023/5,Gains Network,GNS,Assets,Cryptocurrency,99.85,134,"13,353",Binance(earn)
2023/5,GMX,GMX,Assets,Cryptocurrency,3.17,"1,611","5,111",Binance(earn)
2023/5,Arbitrum,ARB,Assets,Cryptocurrency,996.00,35,"34,891",Binance(earn)
2023/5,ArbDoge,AIDOGE,Assets,Cryptocurrency,"428,551,351,129.00",0,"2,265",Binance(earn)
2023/5,Sui,SUI,Assets,Cryptocurrency,"1,035.00",25,"25,475",Binance(earn)
2023/5,Cheems,CHEEMS,Assets,Cryptocurrency,"3,441,000,000.00",0,"7,614",Binance(earn)
2023/5,"Tesla, Inc.",TSLA,Assets,Listed stock,9.00,"6,657","59,914",國泰世華
2023/5,NVIDIA Corporation,NVDA,Assets,Listed stock,1.00,"11,954","11,954",國泰世華
2023/5,TWINBEANS stock,,Assets,Unlisted stock,"451,500.00",10,"4,515,000","12 NT/share: 500K(盈志)+850K(爸)+150K(廷)
20 NT/share: 780K(盈志)
Share(盈志)：41,667+39,000 = 80667
Share(爸)：70,833
Share(廷)：12,500"
2023/5,Atom stock,,Assets,Unlisted stock,"5,000.00",24,"120,000",
2023/5,Installment,TWD,Liabilities,Cash,1.00,"49,700","49,700",
2023/4,盈志 Bank,TWD,Assets,Cash,"164,662",1,"164,662",國泰世華
2023/4,郁雯 Bank,TWD,Assets,Cash,"931,325",1,"931,325",郵局
2023/4,Bitcoin,BTC,Assets,Cryptocurrency,0.1230,"880,008","108,241",
2023/4,Ethereum,ETH,Assets,Cryptocurrency,3.61,"58,089","209,554","Sushi(farm), Matamask, Binance(earn)"
2023/4,Chia,XCH,Assets,Cryptocurrency,4.00,"1,139","4,557",Chia wallet
2023/4,AssangeDAO,JUSTIC,Assets,Cryptocurrency,"500,000.00",0.000,22,Matamask
2023/4,Sunny Aggregator,SUNNY,Assets,Cryptocurrency,"10,567.00",0.000,1,Phantom
2023/4,Saber,SBR,Assets,Cryptocurrency,103.51,0,3,Phantom
2023/4,USDT,USDT,Assets,Cryptocurrency,0.00,31,0,Binance(earn)
2023/4,Polygon,POL,Assets,Cryptocurrency,"1,910.00",30,"56,962",Binance(earn)
2023/4,Dogecoin,DOGE,Assets,Cryptocurrency,"3,039.00",2,"7,124",Binance(earn)
2023/4,Fantom,FTM,Assets,Cryptocurrency,948.05,13,"11,865",Binance(earn)
2023/4,Gains Network,GNS,Assets,Cryptocurrency,99.85,165,"16,489",Binance(earn)
2023/4,GMX,GMX,Assets,Cryptocurrency,3.17,"2,085","6,614",Binance(earn)
2023/4,Arbitrum,ARB,Assets,Cryptocurrency,996.00,38,"37,700",Binance(earn)
2023/4,ArbDoge,AIDOGE,Assets,Cryptocurrency,"428,551,351,129.00",0,"6,672",Binance(earn)
2023/4,Sui,SUI,Assets,Cryptocurrency,"1,035.00",40,"41,387",Binance(earn)
2023/4,"Tesla, Inc.",TSLA,Assets,Listed stock,9.00,"5,189","46,701",國泰世華
2023/4,NVIDIA Corporation,NVDA,Assets,Listed stock,1.00,"8,730","8,730",國泰世華
2023/4,TWINBEANS stock,,Assets,Unlisted stock,"451,500.00",10,"4,515,000","12 NT/share: 500K(盈志)+850K(爸)+150K(廷)
20 NT/share: 780K(盈志)
Share(盈志)：41,667+39,000 = 80667
Share(爸)：70,833
Share(廷)：12,500"
2023/4,Atom stock,,Assets,Unlisted stock,"5,000.00",24,"120,000",
2023/4,Installment,TWD,Liabilities,Cash,1.00,"49,700","49,700",
2023/3,盈志 Bank,TWD,Assets,Cash,"60,205",1,"60,205",國泰世華
2023/3,郁雯 Bank,TWD,Assets,Cash,"886,397",1,"886,397",郵局
2023/3,Bitcoin,BTC,Assets,Cryptocurrency,0.0880,"920,366","80,992",
2023/3,Ethereum,ETH,Assets,Cryptocurrency,2.98,"58,585","174,583","Sushi(farm), Matamask, Binance(earn)"
2023/3,Chia,XCH,Assets,Cryptocurrency,4.00,"1,165","4,659",Chia wallet
2023/3,AssangeDAO,JUSTIC,Assets,Cryptocurrency,"500,000.00",0.000,22,Matamask
2023/3,Sunny Aggregator,SUNNY,Assets,Cryptocurrency,"10,567.00",0.000,1,Phantom
2023/3,Saber,SBR,Assets,Cryptocurrency,103.51,0,3,Phantom
2023/3,USDT,USDT,Assets,Cryptocurrency,380.00,31,"11,613",Binance(earn)
2023/3,Polygon,POL,Assets,Cryptocurrency,"1,910.00",34,"65,492",Binance(earn)
2023/3,Dogecoin,DOGE,Assets,Cryptocurrency,"3,039.00",3,"7,894",Binance(earn)
2023/3,Fantom,FTM,Assets,Cryptocurrency,948.05,15,"14,197",Binance(earn)
2023/3,Gains Network,GNS,Assets,Cryptocurrency,99.85,208,"20,732",Binance(earn)
2023/3,Arbitrum,ARB,Assets,Cryptocurrency,963.36,38,"36,153",Binance(earn)
2023/3,GMX,GMX,Assets,Cryptocurrency,3.17,"2,420","7,679",Binance(earn)
2023/3,"Tesla, Inc.",TSLA,Assets,Listed stock,8.00,"5,639","45,110",國泰世華
2023/3,NVIDIA Corporation,NVDA,Assets,Listed stock,5.00,"8,428","42,142",國泰世華
2023/3,TWINBEANS stock,,Assets,Unlisted stock,"451,500.00",10,"4,515,000","12 NT/share: 500K(盈志)+850K(爸)+150K(廷)
20 NT/share: 780K(盈志)
Share(盈志)：41,667+39,000 = 80667
Share(爸)：70,833
Share(廷)：12,500"
2023/3,Atom stock,,Assets,Unlisted stock,"5,000.00",24,"120,000",
2023/3,Installment,TWD,Liabilities,Cash,1.00,"60,832","60,832",
2023/2,盈志 Bank,TWD,Assets,Cash,"141,452",1,"141,452",國泰世華
2023/2,郁雯 Bank,TWD,Assets,Cash,"881,993",1,"881,993",郵局
2023/2,Bitcoin,BTC,Assets,Cryptocurrency,0.0728,"661,244","48,139",
2023/2,Ethereum,ETH,Assets,Cryptocurrency,2.10,"46,171","96,821","Sushi(farm), Matamask, Binance(earn)"
2023/2,Chia,XCH,Assets,Cryptocurrency,4.00,"1,074","4,296",Chia wallet
2023/2,AssangeDAO,JUSTIC,Assets,Cryptocurrency,"500,000.00",0.002,876,Matamask
2023/2,Sunny Aggregator,SUNNY,Assets,Cryptocurrency,"10,567.00",0.003,36,Phantom
2023/2,Saber,SBR,Assets,Cryptocurrency,103.51,0,3,Phantom
2023/2,USDT,USDT,Assets,Cryptocurrency,0.00,30,0,Binance(earn)
2023/2,USDT,USDT,Assets,Cryptocurrency,0.00,30,0,Binance(earn)
2023/2,Polygon,POL,Assets,Cryptocurrency,"1,910.00",33,"63,121",Binance(earn)
2023/2,Dogecoin,DOGE,Assets,Cryptocurrency,"3,039.00",2,"6,624",Binance(earn)
2023/2,Fantom,FTM,Assets,Cryptocurrency,948.00,12,"11,311",Binance(earn)
2023/2,Gains Network,GNS,Assets,Cryptocurrency,99.85,215,"21,459",Binance(earn)
2023/2,"Tesla, Inc.",TSLA,Assets,Listed stock,6.00,"5,848","35,085",國泰世華
2023/2,NVIDIA Corporation,NVDA,Assets,Listed stock,3.00,"7,029","21,087",國泰世華
2023/2,TWINBEANS stock,,Assets,Unlisted stock,"451,500.00",10,"4,515,000","12 NT/share: 500K(盈志)+850K(爸)+150K(廷)
20 NT/share: 780K(盈志)
Share(盈志)：41,667+39,000 = 80667
Share(爸)：70,833
Share(廷)：12,500"
2023/2,Atom stock,,Assets,Unlisted stock,"5,000.00",24,"120,000",
2023/2,Installment,TWD,Liabilities,Cash,1.00,"64,151","64,151",
2023/1,盈志 Bank,TWD,Assets,Cash,"144,883",1,"144,883",國泰世華
2023/1,郁雯 Bank,TWD,Assets,Cash,"872,144",1,"872,144",郵局
2023/1,Bitcoin,BTC,Assets,Cryptocurrency,0.0590,"699,934","41,296",
2023/1,Chia,XCH,Assets,Cryptocurrency,4.00,"1,306","5,224",Chia wallet
2023/1,Ethereum,ETH,Assets,Cryptocurrency,2.06,"49,956","102,809","Sushi(farm), Matamask, Binance(earn)"
2023/1,AssangeDAO,JUSTIC,Assets,Cryptocurrency,"5,000.00",0.002,11,Matamask
2023/1,Sunny Aggregator,SUNNY,Assets,Cryptocurrency,"10,567.00",0.003,26,Phantom
2023/1,Saber,SBR,Assets,Cryptocurrency,103.51,0,4,Phantom
2023/1,USDT,USDT,Assets,Cryptocurrency,"1,000.00",31,"30,648",Binance(earn)
2023/1,USDT,USDT,Assets,Cryptocurrency,"1,000.00",31,"30,648",Binance(earn)
2023/1,Polygon,POL,Assets,Cryptocurrency,"1,131.00",31,"34,663",Binance(earn)
2023/1,Dogecoin,DOGE,Assets,Cryptocurrency,"3,038.00",3,"7,658",Binance(earn)
2023/1,Fantom,FTM,Assets,Cryptocurrency,948.00,17,"16,221",Binance(earn)
2023/1,"Tesla, Inc.",TSLA,Assets,Listed stock,2.00,"5,822","11,645",國泰世華
2023/1,TWINBEANS stock,,Assets,Unlisted stock,"451,500.00",10,"4,515,000","12 NT/share: 500K(盈志)+850K(爸)+150K(廷)
20 NT/share: 780K(盈志)
Share(盈志)：41,667+39,000 = 80667
Share(爸)：70,833
Share(廷)：12,500"
2023/1,Atom stock,,Assets,Unlisted stock,"5,000.00",24,"120,000",
2023/1,Installment,TWD,Liabilities,Cash,1.00,"64,151","64,151",
2022/12,盈志 Bank,TWD,Assets,Cash,"52,018",1,"52,018",國泰世華
2022/12,郁雯 Bank,TWD,Assets,Cash,"771,251",1,"771,251",郵局
2022/12,Bitcoin,BTC,Assets,Cryptocurrency,0.0550,"649,318","35,712",
2022/12,Chia,XCH,Assets,Cryptocurrency,4.00,"1,105","4,419",Chia wallet
2022/12,Ethereum,ETH,Assets,Cryptocurrency,1.96,"48,268","94,604","Sushi(farm), Matamask, Binance(earn)"
2022/12,AssangeDAO,JUSTIC,Assets,Cryptocurrency,"500,000.00",0.002,938,Matamask
2022/12,Sunny Aggregator,SUNNY,Assets,Cryptocurrency,"10,567.00",0.003,36,Phantom
2022/12,Saber,SBR,Assets,Cryptocurrency,103.51,0,9,Phantom
2022/12,USDT,USDT,Assets,Cryptocurrency,"1,005.00",31,"30,741",Binance(earn)
2022/12,USDT,USDT,Assets,Cryptocurrency,"1,195.00",31,"36,552",Binance(earn)
2022/12,Polygon,POL,Assets,Cryptocurrency,"1,131.00",31,"34,595",Binance(earn)
2022/12,Dogecoin,DOGE,Assets,Cryptocurrency,"3,038.00",3,"7,992",Binance(earn)
2022/12,"Tesla, Inc.",TSLA,Assets,Listed stock,2.00,"4,007","8,014",國泰世華
2022/12,TWINBEANS stock,,Assets,Unlisted stock,"151,500.00",20,"3,030,000","12 NT/share: 500K(盈志)+850K(爸)+150K(廷)
20 NT/share: 780K(盈志)
Share(盈志)：41,667+39,000 = 80667
Share(爸)：70,833
Share(廷)：12,500"
2022/12,Atom stock,,Assets,Unlisted stock,"5,000.00",24,"120,000",
2022/12,Installment,TWD,Liabilities,Cash,1.00,"81,813","81,813",
2022/11,盈志 Bank,TWD,Assets,Cash,"36,430",1,"36,430",國泰世華
2022/11,郁雯 Bank,TWD,Assets,Cash,"760,884",1,"760,884",郵局
2022/11,Bitcoin,BTC,Assets,Cryptocurrency,0.0550,"536,085","29,485",
2022/11,Chia,XCH,Assets,Cryptocurrency,4.00,"1,102","4,407",Chia wallet
2022/11,Ethereum,ETH,Assets,Cryptocurrency,1.96,"37,818","74,123","Sushi(farm), Matamask, Binance(earn)"
2022/11,AssangeDAO,JUSTIC,Assets,Cryptocurrency,"500,000.00",0.002,985,Matamask
2022/11,Sunny Aggregator,SUNNY,Assets,Cryptocurrency,"10,567.00",0.004,38,Phantom
2022/11,Saber,SBR,Assets,Cryptocurrency,103.51,0,9,Phantom
2022/11,USDT,USDT,Assets,Cryptocurrency,"2,191.00",32,"70,384",Binance(earn)
2022/11,"Tesla, Inc.",TSLA,Assets,Listed stock,1.00,"4,819","4,819",國泰世華
2022/11,TWINBEANS stock,,Assets,Unlisted stock,"151,500.00",20,"3,030,000","12 NT/share: 500K(盈志)+850K(爸)+150K(廷)
20 NT/share: 780K(盈志)
Share(盈志)：41,667+39,000 = 80667
Share(爸)：70,833
Share(廷)：12,500"
2022/11,Atom stock,,Assets,Unlisted stock,"5,000.00",24,"120,000",
2022/11,Installment,TWD,Liabilities,Cash,1.00,"81,813","81,813",
2022/10,盈志 Bank,TWD,Assets,Cash,"66,338",1,"66,338",國泰世華
2022/10,郁雯 Bank,TWD,Assets,Cash,"722,111",1,"722,111",郵局
2022/10,Bitcoin,BTC,Assets,Cryptocurrency,0.1525,"580,874","88,607",
2022/10,Chia,XCH,Assets,Cryptocurrency,4.00,"1,091","4,363",Chia wallet
2022/10,Ethereum,ETH,Assets,Cryptocurrency,11.13,"40,548","451,230","Sushi(farm), Matamask, Binance(earn)"
2022/10,Solana,SOL,Assets,Cryptocurrency,35.06,618,"21,650","Phantom ,Binance(earn)"
2022/10,AssangeDAO,JUSTIC,Assets,Cryptocurrency,"500,000.00",0.002,975,Matamask
2022/10,Moonbeam,GLMR,Assets,Cryptocurrency,522.81,13,"6,872",Binance(earn)
2022/10,Sunny Aggregator,SUNNY,Assets,Cryptocurrency,"10,567.00",0.004,37,Phantom
2022/10,Saber,SBR,Assets,Cryptocurrency,103.51,0,9,Phantom
2022/10,Polkdot,DOT,Assets,Cryptocurrency,186.25,199,"37,139",Binance(earn)
2022/10,Avalanche,AVAX,Assets,Cryptocurrency,63.81,490,"31,270",Binance(earn)
2022/10,Astar,ASTR,Assets,Cryptocurrency,"20,745.79",1,"26,391",Binance(earn)
2022/10,Chainlink,LINK,Assets,Cryptocurrency,82.60,225,"18,574",Binance(earn)
2022/10,The Graph,GRT,Assets,Cryptocurrency,"2,586.03",2,"5,938",Binance(earn)
2022/10,BNB,BNB,Assets,Cryptocurrency,0.30,"10,043","2,985",Binance(earn)
2022/10,Optimism,OP,Assets,Cryptocurrency,222.27,29,"6,503",Binance(earn)
2022/10,Cardano,ADA,Assets,Cryptocurrency,"1,947.36",12,"22,915",Binance(earn)
2022/10,USDT,USDT,Assets,Cryptocurrency,311.12,32,"9,894",Binance(earn)
2022/10,USDT,USDT,Assets,Cryptocurrency,911.60,32,"28,991",Binance(earn)
2022/10,TWINBEANS stock,,Assets,Unlisted stock,"151,500.00",20,"3,030,000","12 NT/share: 500K(盈志)+850K(爸)+150K(廷)
20 NT/share: 780K(盈志)
Share(盈志)：41,667+39,000 = 80667
Share(爸)：70,833
Share(廷)：12,500"
2022/10,Atom stock,,Assets,Unlisted stock,"5,000.00",24,"120,000",
2022/10,Installment,TWD,Liabilities,Cash,1.00,"85,700","85,700",
2022/9,盈志 Bank,TWD,Assets,Cash,"105,704",1,"105,704",國泰世華
2022/9,郁雯 Bank,TWD,Assets,Cash,"772,925",1,"772,925",郵局
2022/9,Bitcoin,BTC,Assets,Cryptocurrency,0.1525,"622,175","94,907",
2022/9,Chia,XCH,Assets,Cryptocurrency,4.00,"1,048","4,191",Chia wallet
2022/9,Ethereum,ETH,Assets,Cryptocurrency,8.17,"41,973","342,753","Sushi(farm), Matamask, Binance(earn)"
2022/9,Solana,SOL,Assets,Cryptocurrency,37.44,"1,049","39,285","Phantom ,Binance(earn)"
2022/9,AssangeDAO,JUSTIC,Assets,Cryptocurrency,"500,000.00",0.002,"1,247",Matamask
2022/9,Moonbeam,GLMR,Assets,Cryptocurrency,522.81,15,"7,666",Binance(earn)
2022/9,Sunny Aggregator,SUNNY,Assets,Cryptocurrency,"10,567.00",0.004,47,Phantom
2022/9,Saber,SBR,Assets,Cryptocurrency,103.51,0,9,Phantom
2022/9,Polkdot,DOT,Assets,Cryptocurrency,186.25,199,"37,040",Binance(earn)
2022/9,Avalanche,AVAX,Assets,Cryptocurrency,63.81,537,"34,246",Binance(earn)
2022/9,Astar,ASTR,Assets,Cryptocurrency,"20,745.79",1,"23,765",Binance(earn)
2022/9,Chainlink,LINK,Assets,Cryptocurrency,82.60,241,"19,933",Binance(earn)
2022/9,The Graph,GRT,Assets,Cryptocurrency,"2,586.03",3,"8,085",Binance(earn)
2022/9,BNB,BNB,Assets,Cryptocurrency,0.30,"9,064","2,693",Binance(earn)
2022/9,Optimism,OP,Assets,Cryptocurrency,222.27,27,"5,934",Binance(earn)
2022/9,USDT,USDT,Assets,Cryptocurrency,"2,605.92",31,"79,606",Binance(earn)
2022/9,USDT,USDT,Assets,Cryptocurrency,"1,005.32",31,"30,711",Binance(earn)
2022/9,USD,USD,Assets,Cash,143.23,31,"4,375",FTX
2022/9,NVIDIA Corporation,NVDA,Assets,Listed stock,1.01,"4,075","4,096",FTX
2022/9,"Tesla, Inc.",TSLA,Assets,Listed stock,10.01,"7,438","74,452",FTX
2022/9,TWINBEANS stock,,Assets,Unlisted stock,"151,500.00",20,"3,030,000","12 NT/share: 500K(盈志)+850K(爸)+150K(廷)
20 NT/share: 780K(盈志)
Share(盈志)：41,667+39,000 = 80667
Share(爸)：70,833
Share(廷)：12,500"
2022/9,Atom stock,,Assets,Unlisted stock,"5,000.00",24,"120,000",
2022/9,Installment,TWD,Liabilities,Cash,1.00,"106,244","106,244",
2022/8,盈志 Bank,TWD,Assets,Cash,"111,564",1,"111,564",國泰世華
2022/8,郁雯 Bank,TWD,Assets,Cash,"691,385",1,"691,385",郵局
2022/8,Bitcoin,BTC,Assets,Cryptocurrency,0.1214,"575,304","69,842",
2022/8,Chia,XCH,Assets,Cryptocurrency,4.00,"1,038","4,152",Chia wallet
2022/8,Ethereum,ETH,Assets,Cryptocurrency,6.73,"48,329","325,255","Sushi(farm), Matamask, Binance(earn)"
2022/8,Solana,SOL,Assets,Cryptocurrency,37.16,969,"36,024","Phantom ,Binance(earn)"
2022/8,AssangeDAO,JUSTIC,Assets,Cryptocurrency,"500,000.00",0.003,"1,748",Matamask
2022/8,Moonbeam,GLMR,Assets,Cryptocurrency,494.09,15,"7,244",Binance(earn)
2022/8,Sunny Aggregator,SUNNY,Assets,Cryptocurrency,"10,564.00",0.005,54,Phantom
2022/8,Saber,SBR,Assets,Cryptocurrency,103.51,0,9,Phantom
2022/8,Polkdot,DOT,Assets,Cryptocurrency,137.07,215,"29,524",Binance(earn)
2022/8,Avalanche,AVAX,Assets,Cryptocurrency,63.43,564,"35,747",Binance(earn)
2022/8,Astar,ASTR,Assets,Cryptocurrency,"18,502.00",1,"19,257",Binance(earn)
2022/8,Chainlink,LINK,Assets,Cryptocurrency,53.30,213,"11,349",Binance(earn)
2022/8,The Graph,GRT,Assets,Cryptocurrency,"1,112.52",3,"3,435",Binance(earn)
2022/8,BNB,BNB,Assets,Cryptocurrency,0.27,"8,359","2,254",Binance(earn)
2022/8,Optimism,OP,Assets,Cryptocurrency,211.00,35,"7,365",Binance(earn)
2022/8,USDT,USDT,Assets,Cryptocurrency,"5,008.00",30,"151,081",Binance(earn)
2022/8,USDT,USDT,Assets,Cryptocurrency,"2,025.39",30,"61,102",Binance(earn)
2022/8,USD,USD,Assets,Cash,"1,131.00",30,"34,120",FTX
2022/8,NVIDIA Corporation,NVDA,Assets,Listed stock,1.01,"4,187","4,229",FTX
2022/8,"Tesla, Inc.",TSLA,Assets,Listed stock,3.53,"8,572","30,259",FTX
2022/8,TWINBEANS stock,,Assets,Unlisted stock,"151,500.00",20,"3,030,000","12 NT/share: 500K(盈志)+850K(爸)+150K(廷)
20 NT/share: 780K(盈志)
Share(盈志)：41,667+39,000 = 80667
Share(爸)：70,833
Share(廷)：12,500"
2022/8,Atom stock,,Assets,Unlisted stock,"5,000.00",24,"120,000",
2022/8,Installment,TWD,Liabilities,Cash,1.00,"125,354","125,354",
2022/7,盈志 Bank,TWD,Assets,Cash,"99,443",1,"99,443",國泰世華
2022/7,郁雯 Bank,TWD,Assets,Cash,"651,314",1,"651,314",郵局
2022/7,Bitcoin,BTC,Assets,Cryptocurrency,0.0873,"687,741","60,067",
2022/7,Chia,XCH,Assets,Cryptocurrency,4.00,"1,272","5,089",Chia wallet
2022/7,Ethereum,ETH,Assets,Cryptocurrency,5.32,"50,183","266,971","Sushi(farm), Matamask, Binance(earn)"
